age_,gender,workclass,education,marital-status,occupation,race,weekly houers,place,income
39, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
23, Male, Private, Some-college, Married-civ-spouse, Handlers-cleaners, White,40, United-States,0
51, Male, Private, HS-grad, Divorced, Craft-repair, Black,40, United-States,0
53, Male, Private, HS-grad, Married-civ-spouse, Farming-fishing, White,45, United-States,0
24, Male, Private, Bachelors, Never-married, Tech-support, White,35, United-States,0
53, Male, Private, Bachelors, Divorced, Exec-managerial, White,40, United-States,0
49, Male, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,60, United-States,0
34, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
37, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White,47, United-States,0
40, Male, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, White,40, United-States,0
23, Female, State-gov, Some-college, Never-married, Prof-specialty, White,6, United-States,0
36, Male, Private, Masters, Never-married, Adm-clerical, White,50, United-States,1
35, Female, Private, Bachelors, Never-married, Tech-support, Asian-Pac-Islander,40, United-States,0
53, Female, Federal-gov, Bachelors, Divorced, Exec-managerial, Black,50, United-States,1
42, Male, Local-gov, Some-college, Divorced, Transport-moving, White,65, United-States,1
32, Female, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, United-States,0
33, Female, Private, HS-grad, Divorced, Adm-clerical, Other,65, United-States,0
59, Male, Private, HS-grad, Never-married, Craft-repair, Black,60, United-States,0
36, Male, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White,44, United-States,0
37, Male, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,40, Cuba,1
31, Male, Private, Some-college, Never-married, Sales, White,45, United-States,0
46, Male, Private, Bachelors, Married-civ-spouse, Protective-serv, White,40, United-States,0
44, Female, State-gov, Bachelors, Never-married, Prof-specialty, Asian-Pac-Islander,38, United-States,0
27, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,60, United-States,1
29, Male, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, White,40, United-States,0
39, Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, United-States,0
62, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White,65, United-States,0
48, Female, Self-emp-not-inc, Masters, Widowed, Exec-managerial, White,40, ?,1
42, Female, Private, HS-grad, Never-married, Exec-managerial, Black,25, United-States,0
60, Male, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,48, United-States,1
35, Female, Private, Bachelors, Never-married, Exec-managerial, White,40, United-States,0
39, Male, Private, Some-college, Never-married, Machine-op-inspct, White,40, United-States,0
34, Female, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, White,36, United-States,0
22, Male, Private, Some-college, Never-married, Adm-clerical, Black,22, United-States,0
18, Male, ?, HS-grad, Widowed, ?, White,40, United-States,0
44, Male, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White,40, United-States,1
44, Female, State-gov, HS-grad, Divorced, Adm-clerical, White,40, United-States,0
49, Female, Local-gov, Bachelors, Divorced, Exec-managerial, White,40, United-States,0
21, Male, Private, HS-grad, Never-married, Machine-op-inspct, White,50, United-States,0
49, Male, Private, Assoc-voc, Never-married, Sales, Black,40, ?,0
52, Male, Private, 11th, Separated, Handlers-cleaners, White,40, United-States,0
39, Male, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,40, United-States,1
23, Male, Private, Bachelors, Never-married, Prof-specialty, White,40, United-States,0
54, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,49, United-States,0
31, Female, Private, HS-grad, Divorced, Other-service, White,25, United-States,0
30, Female, State-gov, Masters, Never-married, Adm-clerical, Black,20, United-States,0
21, Male, Private, Some-college, Never-married, Sales, White,40, United-States,0
38, Male, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Asian-Pac-Islander,40, Philippines,1
51, Male, Private, Some-college, Married-civ-spouse, Transport-moving, White,40, United-States,1
34, Male, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,50, United-States,1
22, Female, Private, Bachelors, Never-married, Exec-managerial, White,30, United-States,0
20, Female, ?, Some-college, Never-married, ?, White,45, United-States,0
26, Male, Private, Bachelors, Never-married, Exec-managerial, White,55, United-States,0
26, Female, Private, Some-college, Never-married, Other-service, White,35, United-States,0
41, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, United-States,1
35, Male, Private, Bachelors, Married-civ-spouse, Sales, White,40, United-States,1
27, Male, Local-gov, Some-college, Never-married, Transport-moving, White,40, United-States,0
65, Male, Private, Some-college, Married-civ-spouse, Protective-serv, White,40, United-States,0
31, Male, Private, 11th, Married-civ-spouse, Farming-fishing, White,65, Mexico,0
45, Male, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,35, United-States,1
37, Male, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, White,50, United-States,1
47, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,45, United-States,1
47, Male, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White,50, United-States,1
33, Male, Private, HS-grad, Married-civ-spouse, Prof-specialty, White,40, United-States,0
40, Male, Private, 10th, Married-civ-spouse, Craft-repair, Black,40, United-States,0
38, Male, Private, Some-college, Married-civ-spouse, Craft-repair, Asian-Pac-Islander,40, Philippines,1
21, Male, Private, Some-college, Never-married, Sales, White,40, United-States,0
40, Male, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, Mexico,0
33, Male, Private, HS-grad, Divorced, Transport-moving, Black,55, United-States,0
29, Male, Private, Some-college, Never-married, Tech-support, White,52, United-States,0
41, Male, Private, Some-college, Separated, Transport-moving, White,35, United-States,0
20, Female, ?, Some-college, Never-married, ?, White,30, United-States,0
20, Male, State-gov, Some-college, Never-married, Exec-managerial, White,54, United-States,0
34, Male, Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, White,40, United-States,0
78, Male, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,45, United-States,1
46, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,1
40, Male, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White,40, United-States,1
59, Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, United-States,1
23, Male, Private, HS-grad, Never-married, Handlers-cleaners, White,40, United-States,0
23, Male, Private, Some-college, Never-married, Adm-clerical, White,24, United-States,0
47, Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White,30, United-States,0
31, Male, Local-gov, Bachelors, Married-civ-spouse, Other-service, White,38, United-States,1
42, Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, White,56, United-States,1
46, Female, Local-gov, HS-grad, Divorced, Prof-specialty, White,40, United-States,0
29, Male, Private, HS-grad, Divorced, Machine-op-inspct, White,44, United-States,0
21, Male, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, United-States,0
55, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,1
38, Female, Private, Assoc-voc, Never-married, Tech-support, White,40, United-States,0
44, Male, State-gov, Masters, Married-civ-spouse, Exec-managerial, White,40, United-States,0
61, Male, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, White,50, United-States,1
38, Male, State-gov, Bachelors, Never-married, Exec-managerial, White,40, United-States,0
50, Male, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, White,45, Italy,1
53, Male, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, United-States,1
37, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black,36, United-States,1
49, Male, Private, Masters, Married-civ-spouse, Exec-managerial, White,45, United-States,1
30, Male, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White,40, United-States,1
19, Female, Private, Assoc-voc, Never-married, Prof-specialty, White,40, United-States,0
59, Male, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, White,20, England,0
43, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,0
29, Male, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,60, United-States,0
49, Male, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,45, United-States,0
36, Male, Private, HS-grad, Divorced, Transport-moving, White,50, United-States,0
26, Male, Private, 11th, Never-married, Other-service, Black,32, United-States,0
18, Female, Private, Some-college, Never-married, Sales, White,20, United-States,0
60, Female, Private, Some-college, Widowed, Sales, White,15, United-States,0
43, Female, Private, HS-grad, Divorced, Adm-clerical, White,40, United-States,0
42, Female, Private, HS-grad, Never-married, Other-service, White,40, United-States,0
41, Male, Private, HS-grad, Divorced, Sales, White,50, United-States,0
55, Male, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, White,40, United-States,1
31, Female, Private, Bachelors, Never-married, Adm-clerical, White,40, United-States,0
20, Male, Private, Some-college, Never-married, Handlers-cleaners, White,40, United-States,0
37, Male, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, United-States,1
51, Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White,55, United-States,0
28, Male, Private, Some-college, Married-civ-spouse, Sales, White,55, United-States,1
24, Female, Private, Assoc-voc, Never-married, Sales, White,40, United-States,0
21, Female, State-gov, Some-college, Never-married, Adm-clerical, White,30, United-States,0
21, Male, Private, HS-grad, Never-married, Sales, White,50, United-States,0
20, Female, ?, Some-college, Never-married, ?, White,40, United-States,0
35, Female, Private, HS-grad, Divorced, Adm-clerical, White,45, United-States,0
30, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, Mexico,0
44, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White,30, United-States,0
45, Male, Private, Bachelors, Married-civ-spouse, Craft-repair, Asian-Pac-Islander,40, Japan,1
42, Male, Private, 10th, Married-civ-spouse, Exec-managerial, White,40, United-States,0
36, Female, ?, HS-grad, Divorced, ?, White,40, United-States,0
32, Female, Private, Bachelors, Divorced, Exec-managerial, White,40, United-States,0
33, Male, Private, HS-grad, Never-married, Handlers-cleaners, White,40, United-States,0
27, Male, Private, 9th, Married-civ-spouse, Craft-repair, White,32, United-States,0
17, Female, Private, 10th, Never-married, Other-service, White,15, United-States,0
45, Female, Local-gov, HS-grad, Never-married, Adm-clerical, White,40, United-States,0
41, Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, United-States,0
19, Female, Private, Some-college, Never-married, Machine-op-inspct, White,35, United-States,0
45, Female, Private, Assoc-voc, Divorced, Other-service, White,8, United-States,0
41, Male, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,70, United-States,1
34, Female, Local-gov, HS-grad, Married-civ-spouse, Other-service, White,35, United-States,0
33, Male, Private, Bachelors, Never-married, Adm-clerical, White,60, United-States,1
17, Female, ?, 10th, Never-married, ?, Other,20, United-States,0
51, Female, Private, Bachelors, Divorced, Sales, White,60, United-States,0
33, Male, Private, HS-grad, Divorced, Handlers-cleaners, White,20, United-States,0
23, Female, Private, Some-college, Never-married, Handlers-cleaners, White,18, United-States,0
52, Male, Private, Bachelors, Married-spouse-absent, Prof-specialty, White,30, United-States,1
36, Female, ?, Some-college, Divorced, ?, White,32, United-States,0
25, Female, Private, HS-grad, Never-married, Adm-clerical, Black,40, United-States,0
38, Female, ?, Some-college, Married-civ-spouse, ?, White,20, United-States,0
64, Male, Self-emp-not-inc, 9th, Separated, Transport-moving, White,45, United-States,0
42, Male, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, United-States,1
29, Male, Private, HS-grad, Never-married, Transport-moving, White,40, United-States,0
26, Female, Local-gov, Bachelors, Never-married, Prof-specialty, White,38, United-States,0
38, Male, ?, HS-grad, Married-civ-spouse, ?, White,24, United-States,0
24, Male, Private, 10th, Never-married, Other-service, White,30, Mexico,0
43, Male, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, White,40, United-States,1
38, Male, Private, 10th, Married-civ-spouse, Craft-repair, White,40, United-States,1
28, Male, Private, Bachelors, Married-civ-spouse, Sales, White,45, United-States,1
18, Female, ?, Some-college, Never-married, ?, White,25, United-States,0
44, Male, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Black,40, United-States,0
81, Male, ?, HS-grad, Married-civ-spouse, ?, White,18, United-States,0
55, Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, United-States,1
52, Female, Private, 11th, Widowed, Other-service, Black,40, United-States,0
31, Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, United-States,1
35, Female, Private, HS-grad, Divorced, Adm-clerical, White,40, United-States,0
39, Female, Private, HS-grad, Never-married, Machine-op-inspct, Black,36, United-States,0
27, Male, Private, HS-grad, Never-married, Transport-moving, White,40, United-States,0
23, Male, State-gov, Some-college, Never-married, Adm-clerical, White,15, United-States,0
26, Male, Private, 11th, Separated, Craft-repair, White,50, United-States,0
33, Male, Private, Assoc-voc, Never-married, Other-service, White,40, Cuba,0
39, Female, Private, Some-college, Never-married, Craft-repair, White,40, United-States,0
44, Male, Private, HS-grad, Divorced, Transport-moving, White,40, United-States,0
38, Female, Private, HS-grad, Divorced, Exec-managerial, White,40, United-States,0
18, Male, Private, 12th, Never-married, Other-service, White,15, United-States,0
54, Female, Private, HS-grad, Widowed, Other-service, White,15, United-States,0
45, Female, Private, HS-grad, Never-married, Adm-clerical, Black,40, United-States,0
43, Male, Private, Masters, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander,40, India,1
23, Female, Local-gov, Bachelors, Never-married, Prof-specialty, White,40, United-States,0
37, Male, Private, Some-college, Never-married, Exec-managerial, White,40, United-States,0
33, Male, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, White,50, United-States,0
45, Male, Private, Bachelors, Married-civ-spouse, Transport-moving, White,50, United-States,1
32, Male, Self-emp-inc, Bachelors, Never-married, Exec-managerial, White,55, United-States,0
47, Male, Private, 7th-8th, Married-civ-spouse, Craft-repair, White,40, United-States,0
44, Male, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White,40, United-States,1
22, Male, Private, HS-grad, Never-married, Machine-op-inspct, White,40, United-States,0
17, Male, Private, 11th, Never-married, Sales, White,30, United-States,0
64, Male, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, White,60, United-States,1
30, Male, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, White,45, United-States,1
51, Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,70, United-States,1
26, Male, State-gov, HS-grad, Never-married, Protective-serv, White,40, United-States,0
31, Female, Private, Some-college, Never-married, Sales, White,40, United-States,0
50, Male, Private, 11th, Married-civ-spouse, Craft-repair, White,40, United-States,0
18, Male, ?, Some-college, Never-married, ?, White,10, United-States,0
63, Female, Private, HS-grad, Never-married, Exec-managerial, White,40, United-States,0
48, Male, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White,43, United-States,1
37, Male, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White,50, United-States,1
51, Male, ?, HS-grad, Married-civ-spouse, ?, White,28, United-States,0
29, Female, Private, HS-grad, Never-married, Exec-managerial, White,38, United-States,0
69, Male, Private, Masters, Married-civ-spouse, Prof-specialty, White,25, United-States,0
56, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,60, United-States,0
26, Female, ?, Bachelors, Married-civ-spouse, ?, White,40, United-States,0
39, Male, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, United-States,1
42, Female, Self-emp-not-inc, HS-grad, Separated, Other-service, White,22, United-States,0
41, Male, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, White,40, United-States,1
45, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, United-States,1
23, Male, Private, Some-college, Never-married, Adm-clerical, White,40, United-States,0
29, Male, Private, Bachelors, Never-married, Prof-specialty, White,50, United-States,1
34, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,50, United-States,0
31, Female, ?, Bachelors, Married-civ-spouse, ?, White,20, United-States,1
46, Female, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,40, United-States,1
46, Female, Without-pay, HS-grad, Married-civ-spouse, Machine-op-inspct, White,25, United-States,0
33, Female, Private, 5th-6th, Separated, Other-service, White,40, Mexico,0
46, Male, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, White,40, United-States,0
26, Female, Private, HS-grad, Never-married, Other-service, Black,40, United-States,0
49, Female, Local-gov, Bachelors, Divorced, Prof-specialty, White,50, France,0
66, Female, ?, HS-grad, Widowed, ?, Other,35, Puerto-Rico,0
55, Female, State-gov, HS-grad, Married-civ-spouse, Tech-support, White,40, United-States,1
35, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, United-States,0
27, Female, Private, Some-college, Divorced, Adm-clerical, White,40, United-States,0
31, Female, Private, HS-grad, Never-married, Exec-managerial, White,40, United-States,0
47, Female, Private, Some-college, Separated, Adm-clerical, White,16, Germany,0
48, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,1
27, Female, Private, Some-college, Never-married, Adm-clerical, White,56, United-States,0
38, Female, Private, HS-grad, Divorced, Adm-clerical, White,40, United-States,0
27, Female, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, United-States,0
23, Male, ?, Assoc-acdm, Never-married, ?, White,20, United-States,0
17, Male, Private, 12th, Never-married, Other-service, White,15, United-States,0
44, Male, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
26, Male, Private, HS-grad, Married-civ-spouse, Sales, White,48, United-States,0
37, Female, Private, HS-grad, Never-married, Transport-moving, White,40, United-States,0
49, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,55, United-States,1
42, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,1
26, Female, Private, Bachelors, Never-married, Prof-specialty, White,40, United-States,0
73, Female, ?, Assoc-voc, Married-spouse-absent, ?, White,32, United-States,0
44, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, United-States,0
47, Female, Private, Masters, Never-married, Prof-specialty, White,40, United-States,0
28, Female, ?, Some-college, Divorced, ?, White,20, ?,0
49, Male, Private, Some-college, Divorced, Tech-support, White,40, United-States,0
17, Female, Private, HS-grad, Never-married, Sales, White,20, United-States,0
42, Male, Private, Some-college, Divorced, Prof-specialty, White,40, United-States,0
30, Male, Private, 10th, Married-civ-spouse, Craft-repair, White,40, United-States,0
36, Male, State-gov, Assoc-voc, Married-civ-spouse, Tech-support, Asian-Pac-Islander,37, Hong,0
53, Female, Private, Bachelors, Never-married, Prof-specialty, White,40, United-States,0
23, Male, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Black,40, United-States,0
35, Female, Private, HS-grad, Divorced, Other-service, White,40, United-States,0
32, Male, Private, 11th, Never-married, Craft-repair, Amer-Indian-Eskimo,60, United-States,1
39, Female, Private, Bachelors, Widowed, Prof-specialty, White,50, Poland,1
40, Male, Private, Masters, Married-civ-spouse, Prof-specialty, White,60, United-States,0
28, Male, Private, Some-college, Married-civ-spouse, Adm-clerical, White,40, United-States,0
32, Male, Private, HS-grad, Never-married, Transport-moving, White,40, United-States,0
42, Female, Private, Some-college, Never-married, Adm-clerical, White,40, United-States,0
35, Female, Private, Bachelors, Never-married, Adm-clerical, White,43, United-States,0
35, Female, Private, 12th, Never-married, Machine-op-inspct, Black,40, United-States,0
21, Male, Private, HS-grad, Never-married, Machine-op-inspct, White,40, United-States,0
71, Male, Private, 7th-8th, Widowed, Exec-managerial, White,40, United-States,1
31, Male, Private, HS-grad, Separated, Other-service, White,40, United-States,0
25, Female, Local-gov, Some-college, Never-married, Adm-clerical, Black,40, United-States,0
35, Female, Private, HS-grad, Never-married, Adm-clerical, White,40, United-States,0
24, Male, Private, HS-grad, Never-married, Other-service, White,25, United-States,0
69, Male, Private, Some-college, Married-civ-spouse, Sales, White,25, United-States,0
35, Male, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Asian-Pac-Islander,40, ?,1
35, Male, Private, Bachelors, Married-civ-spouse, Sales, White,40, United-States,0
42, Male, Private, Bachelors, Never-married, Sales, White,50, United-States,1
51, Male, Private, Assoc-voc, Married-civ-spouse, Tech-support, White,40, United-States,1
48, Male, Private, HS-grad, Divorced, Transport-moving, White,44, United-States,0
49, Male, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, White,40, United-States,0
53, Male, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White,99, United-States,0
43, Male, Private, Some-college, Married-civ-spouse, Adm-clerical, White,40, United-States,0
53, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
35, Male, Private, HS-grad, Never-married, Machine-op-inspct, White,40, United-States,0
36, Female, Private, HS-grad, Never-married, Other-service, White,40, United-States,0
34, Female, Local-gov, Masters, Never-married, Prof-specialty, White,40, United-States,0
48, Male, Private, Some-college, Married-civ-spouse, Other-service, White,40, United-States,1
53, Female, Private, HS-grad, Divorced, Adm-clerical, White,40, United-States,0
37, Male, Private, Some-college, Divorced, Handlers-cleaners, White,40, United-States,0
49, Female, State-gov, Prof-school, Divorced, Exec-managerial, White,40, United-States,0
30, Male, ?, Some-college, Married-civ-spouse, ?, White,40, United-States,0
41, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
25, Female, Private, Some-college, Never-married, Other-service, White,40, United-States,0
24, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,65, United-States,0
34, Male, Private, HS-grad, Never-married, Craft-repair, White,40, United-States,0
29, Female, Private, HS-grad, Never-married, Craft-repair, White,42, United-States,0
23, Female, Private, Bachelors, Never-married, Tech-support, Black,45, United-States,0
46, Male, Private, Some-college, Separated, Sales, White,42, United-States,0
20, Female, Private, Some-college, Never-married, Other-service, White,15, United-States,0
63, Male, Private, 12th, Married-civ-spouse, Craft-repair, White,40, United-States,0
40, Male, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, White,50, United-States,0
33, Male, Private, Assoc-acdm, Divorced, Prof-specialty, White,50, United-States,0
24, Female, Federal-gov, Some-college, Never-married, Adm-clerical, Black,40, United-States,0
36, Male, Private, Some-college, Never-married, Other-service, White,45, United-States,0
25, Male, Private, HS-grad, Never-married, Prof-specialty, White,40, United-States,0
54, Male, Local-gov, 9th, Married-civ-spouse, Other-service, White,40, United-States,0
50, Male, Self-emp-not-inc, Bachelors, Divorced, Sales, White,50, United-States,0
58, Male, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,0
17, Male, Private, 11th, Never-married, Other-service, White,20, England,0
40, Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,50, United-States,1
27, Male, Private, Bachelors, Never-married, Sales, White,40, United-States,0
20, Female, Private, HS-grad, Separated, Sales, White,26, United-States,0
22, Male, Private, 11th, Married-civ-spouse, Craft-repair, White,35, United-States,0
80, Male, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, White,25, United-States,0
52, Male, Private, HS-grad, Divorced, Transport-moving, White,45, United-States,0
40, Male, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, White,48, United-States,1
48, Female, Private, 10th, Separated, Machine-op-inspct, White,48, United-States,0
62, Male, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White,25, United-States,0
32, Male, Private, Assoc-acdm, Married-civ-spouse, Tech-support, White,42, United-States,1
21, Female, ?, Some-college, Never-married, ?, White,28, United-States,0
58, Male, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
37, Male, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, White,60, United-States,1
29, Male, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,35, United-States,1
25, Male, Private, HS-grad, Never-married, Other-service, White,40, United-States,0
26, Male, Private, Some-college, Never-married, Machine-op-inspct, White,40, United-States,0
50, Male, Private, Some-college, Married-civ-spouse, Sales, White,50, United-States,0
30, Male, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,40, United-States,1
30, Male, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,80, United-States,0
59, Female, Private, HS-grad, Widowed, Other-service, White,10, United-States,0
36, Male, Private, HS-grad, Never-married, Handlers-cleaners, White,40, United-States,0
37, Male, Private, Masters, Married-civ-spouse, Exec-managerial, White,50, Ecuador,1
42, Female, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
34, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, Black,45, United-States,1
27, Male, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, White,40, United-States,0
39, Male, Private, Bachelors, Married-civ-spouse, Tech-support, White,50, United-States,1
41, Male, Private, Assoc-voc, Married-civ-spouse, Other-service, Asian-Pac-Islander,60, India,1
34, Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Asian-Pac-Islander,70, South,1
41, Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, United-States,0
50, Female, Private, Some-college, Divorced, Adm-clerical, Black,40, United-States,0
18, Female, Private, HS-grad, Never-married, Handlers-cleaners, White,28, United-States,0
23, Female, Private, Bachelors, Never-married, Exec-managerial, White,15, United-States,0
26, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,48, United-States,0
38, Male, Private, Some-college, Married-civ-spouse, Transport-moving, White,60, United-States,1
27, Male, Private, Some-college, Married-civ-spouse, Prof-specialty, White,88, United-States,0
21, Male, Private, 10th, Never-married, Handlers-cleaners, Other,40, Dominican-Republic,0
41, Male, Private, HS-grad, Married-civ-spouse, Other-service, White,40, United-States,0
42, Male, Self-emp-not-inc, Assoc-acdm, Divorced, Craft-repair, Amer-Indian-Eskimo,35, United-States,0
25, Male, Private, 10th, Never-married, Machine-op-inspct, White,40, United-States,0
43, Male, Private, Bachelors, Married-civ-spouse, Sales, White,40, United-States,1
23, Male, Private, Some-college, Never-married, Handlers-cleaners, White,15, United-States,0
40, Male, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,40, United-States,1
23, Male, Private, Some-college, Never-married, Sales, Black,9, United-States,0
18, Female, Private, 11th, Never-married, Other-service, White,20, United-States,0
37, Male, Private, Bachelors, Never-married, Exec-managerial, White,50, United-States,0
58, Male, Private, 9th, Married-civ-spouse, Machine-op-inspct, Black,40, United-States,0
36, Male, Private, Some-college, Never-married, Craft-repair, White,40, United-States,0
36, Male, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White,40, United-States,1
25, Female, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White,40, United-States,1
62, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
34, Male, Private, Some-college, Married-civ-spouse, Transport-moving, White,40, United-States,0
27, Female, Private, Bachelors, Never-married, Prof-specialty, White,36, United-States,0
23, Male, Private, HS-grad, Never-married, Sales, White,35, United-States,0
55, Female, Private, HS-grad, Divorced, Adm-clerical, White,40, United-States,0
42, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, United-States,0
22, Female, Private, HS-grad, Never-married, Adm-clerical, Black,38, United-States,0
44, Male, Private, Assoc-acdm, Married-civ-spouse, Sales, White,40, United-States,1
42, Male, Local-gov, Some-college, Married-civ-spouse, Transport-moving, White,40, United-States,0
21, Male, Private, HS-grad, Never-married, Adm-clerical, White,40, United-States,0
25, Female, Private, Assoc-acdm, Divorced, Adm-clerical, Black,45, United-States,0
31, Male, Private, 1st-4th, Separated, Handlers-cleaners, White,35, Honduras,0
42, Male, Private, Some-college, Divorced, Craft-repair, White,38, United-States,0
26, Male, Private, 9th, Married-civ-spouse, Craft-repair, White,20, United-States,0
